CustomerID,Age,Gender,Country,MembershipLevel,TotalPurchases,TotalSpent,FavoriteCategory,LastPurchaseDate,Occupation,WebsiteVisitsFrequency,Item,Churn
690,,Non-Binary,,,44,288,Electronics,24/5/2023,English as a second language teacher,Monthly,Smartwatch,TRUE
691,37,Male,,Silver,20,460.25,Electronics,26/5/2023,Air broker,Bi-weekly,Smartwatch,FALSE
692,35,Male,Vietnam,Platinum,31,1487.04,Clothing,3/6/2023,Retail banker,Daily,Sneakers,FALSE
693,40,Female,China,Gold,30,1405.66,Electronics,11/2/2023,Contracting civil engineer,Weekly,Smartphone,FALSE
694,43,Male,,Gold,21,1172.83,Electronics,17/10/2023,"Scientist, physiological",Weekly,Smartphone,TRUE
695,38,Female,India,Platinum,48,310.34,Electronics,19/1/2023,Planning and development surveyor,Bi-weekly,Smartphone,FALSE
696,44,Female,Turkey,Silver,26,1758.96,Home Goods,13/9/2023,"Programmer, applications",Daily,Coffee Maker,FALSE
697,47,Male,Iran,Gold,45,1711.07,Electronics,14/6/2023,Town planner,Monthly,Smartphone,FALSE
698,41,Male,China,Bronze,1,1451.24,Clothing,18/5/2023,"Doctor, hospital",Monthly,Jeans,FALSE
699,35,Female,Iran,Platinum,25,303.89,Electronics,4/3/2023,Colour technologist,Weekly,Headphones,FALSE
700,44,Male,Japan,Platinum,10,106.11,Clothing,7/9/2023,Retail banker,Monthly,Sneakers,TRUE
701,23,Male,Turkey,Platinum,9,1749.31,Home Goods,16/6/2023,Clinical biochemist,Weekly,Lamp,TRUE
702,22,Male,China,Bronze,4,699.08,Electronics,9/5/2023,Accommodation manager,Bi-weekly,Laptop,FALSE
703,34,Non-Binary,Japan,Platinum,20,1956.17,Home Goods,30/6/2023,"Engineer, drilling",Weekly,Couch,FALSE
704,34,Male,India,Platinum,22,1761.9,Electronics,21/11/2023,Counsellor,Bi-weekly,Smartwatch,FALSE
705,34,Male,,Gold,3,1958.11,Clothing,15/8/2023,Plant breeder/geneticist,Bi-weekly,Sneakers,TRUE
706,57,Female,Vietnam,Gold,28,1790.71,Clothing,29/4/2023,"Surveyor, minerals",Weekly,Dress,FALSE
707,30,Male,Turkey,Bronze,15,407.13,Clothing,25/8/2023,Lexicographer,Weekly,Dress,FALSE
708,49,Male,Indonesia,Platinum,23,1978.2,Home Goods,2/5/2023,"Designer, interior/spatial",Monthly,Coffee Maker,FALSE
709,40,Male,Bangladesh,Silver,19,402.28,Electronics,20/4/2023,Film/video editor,Bi-weekly,Smartphone,FALSE
710,51,Non-Binary,Japan,Silver,27,1844.81,Electronics,25/4/2023,Fisheries officer,Daily,Laptop,TRUE
711,,Non-Binary,China,,26,778.44,Electronics,24/7/2023,Community pharmacist,Weekly,Smartwatch,TRUE
712,47,Non-Binary,,Gold,39,1333.11,Clothing,14/12/2023,Legal executive,Monthly,Jeans,FALSE
713,,Non-Binary,India,,21,1606.39,Home Goods,30/11/2023,"Scientist, product/process development",Monthly,Bedding Set,FALSE
714,33,Female,Philippines,Bronze,2,1712.07,Electronics,21/6/2023,Seismic interpreter,Monthly,Smartphone,FALSE
715,37,Female,Iran,Platinum,48,1622.39,Clothing,20/1/2023,"Administrator, education",Weekly,T-Shirt,TRUE
716,,Male,,,29,1776.56,Clothing,21/8/2023,Personal assistant,Monthly,Dress,TRUE
717,57,Male,Indonesia,Platinum,41,880.73,Electronics,18/4/2023,Meteorologist,Bi-weekly,Smartphone,FALSE
718,49,Non-Binary,Bangladesh,Bronze,19,963.03,Electronics,6/5/2023,Solicitor,Bi-weekly,Smartphone,TRUE
719,33,Non-Binary,Philippines,Platinum,19,1158.64,Home Goods,27/11/2023,Charity fundraiser,Daily,Lamp,TRUE
720,24,Female,India,Gold,23,546.98,Electronics,23/4/2023,Corporate treasurer,Daily,Smartwatch,FALSE
721,29,Female,Philippines,Bronze,6,861.69,Home Goods,6/8/2023,Commissioning editor,Bi-weekly,Lamp,TRUE
722,57,Female,Japan,Gold,12,461.58,Electronics,2/3/2023,Cytogeneticist,Bi-weekly,Laptop,TRUE
723,52,Male,,Bronze,26,277.52,Electronics,4/2/2023,"Designer, blown glass/stained glass",Monthly,Smartwatch,TRUE
724,37,Non-Binary,Philippines,Gold,45,1363.92,Home Goods,25/1/2023,Catering manager,Monthly,Couch,FALSE
725,26,Male,China,Silver,8,1641.14,Home Goods,1/10/2023,Air traffic controller,Daily,Coffee Maker,FALSE
726,45,Non-Binary,Indonesia,Silver,6,636.79,Clothing,22/10/2023,"Designer, industrial/product",Monthly,T-Shirt,FALSE
727,27,Non-Binary,Japan,Platinum,32,969.4,Clothing,12/3/2023,"Lighting technician, broadcasting/film/video",Weekly,Dress,FALSE
728,39,Male,Vietnam,Bronze,41,1702.88,Clothing,7/6/2023,Orthoptist,Monthly,Sneakers,FALSE
729,49,Female,Indonesia,Platinum,33,1202.53,Home Goods,23/1/2023,Paediatric nurse,Monthly,Couch,FALSE
730,45,Non-Binary,Bangladesh,Gold,36,173.85,Home Goods,6/6/2023,"Copywriter, advertising",Monthly,Bedding Set,TRUE
731,62,Female,India,Bronze,11,611.62,Electronics,10/5/2023,Web designer,Bi-weekly,Smartphone,TRUE
732,56,Non-Binary,Turkey,Platinum,9,1772.19,Home Goods,6/1/2023,Farm manager,Monthly,Bedding Set,TRUE
733,28,Non-Binary,,Silver,19,1396.86,Electronics,29/1/2023,Passenger transport manager,Monthly,Smartphone,FALSE
734,56,Female,Japan,Bronze,27,1888.96,Clothing,3/8/2023,Electronics engineer,Weekly,T-Shirt,FALSE
735,40,Female,Iran,Gold,44,359.28,Home Goods,20/12/2023,"Designer, blown glass/stained glass",Daily,Couch,FALSE
736,25,Non-Binary,Philippines,Silver,32,552.75,Clothing,8/7/2023,"Engineer, production",Daily,Sneakers,FALSE
737,62,Non-Binary,Indonesia,Bronze,46,148.32,Clothing,16/5/2023,"Engineer, production",Daily,T-Shirt,FALSE
738,50,Male,Iran,Silver,41,280.22,Electronics,4/7/2023,"Conservation officer, nature",Weekly,Smartwatch,TRUE
739,64,Male,Indonesia,Silver,42,759.29,Electronics,4/11/2023,Plant breeder/geneticist,Weekly,Smartwatch,FALSE
740,33,Female,China,Gold,19,1034.79,Electronics,22/8/2023,Investment analyst,Bi-weekly,Smartwatch,TRUE
741,58,Non-Binary,Pakistan,Silver,10,1518.75,Home Goods,4/6/2023,Museum education officer,Weekly,Lamp,TRUE
742,,Female,Iran,,2,913.03,Electronics,16/4/2023,Human resources officer,Daily,Headphones,TRUE
743,28,Female,Vietnam,Bronze,26,1530.43,Home Goods,11/2/2023,Web designer,Weekly,Couch,TRUE
744,44,Female,Pakistan,Gold,47,1498.26,Clothing,1/1/2024,Sub,Bi-weekly,Jeans,TRUE
745,46,Non-Binary,Vietnam,Silver,35,1267.5,Home Goods,6/2/2023,Clinical cytogeneticist,Monthly,Lamp,FALSE
746,37,Male,Pakistan,Bronze,35,702.26,Home Goods,2/11/2023,Retail banker,Bi-weekly,Bedding Set,TRUE
747,58,Male,Iran,Bronze,2,1786.12,Home Goods,8/3/2023,Occupational hygienist,Bi-weekly,Bedding Set,TRUE
748,,Male,Vietnam,,24,556.53,Home Goods,8/7/2023,"Designer, furniture",Daily,Couch,TRUE
749,37,Non-Binary,Philippines,Bronze,30,711.01,Electronics,14/3/2023,Technical sales engineer,Weekly,Headphones,FALSE
750,63,Female,Philippines,Silver,7,689.3,Home Goods,29/9/2023,Writer,Bi-weekly,Coffee Maker,TRUE
751,44,Male,Pakistan,Bronze,4,878.53,Electronics,7/5/2023,Musician,Weekly,Headphones,TRUE
752,55,Non-Binary,Indonesia,Platinum,17,1189.39,Home Goods,3/6/2023,Control and instrumentation engineer,Monthly,Lamp,TRUE
753,28,Male,China,Silver,32,1436.74,Electronics,10/1/2023,"Therapist, music",Daily,Smartwatch,TRUE
754,20,Non-Binary,Japan,Silver,36,770.2,Electronics,3/3/2023,Advice worker,Monthly,Headphones,TRUE
755,20,Non-Binary,India,Silver,8,774.36,Clothing,3/8/2023,Medical secretary,Bi-weekly,Jeans,FALSE
756,,Female,Turkey,,20,1783.66,Electronics,4/10/2023,"Psychologist, sport and exercise",Monthly,Headphones,FALSE
757,20,Female,,Platinum,37,653.92,Clothing,17/7/2023,"Psychologist, educational",Monthly,Jeans,FALSE
758,,Non-Binary,Indonesia,,49,927.36,Clothing,21/10/2023,Games developer,Bi-weekly,Dress,TRUE
759,32,Female,Turkey,Gold,35,139.35,Home Goods,24/5/2023,Medical laboratory scientific officer,Bi-weekly,Coffee Maker,FALSE
760,54,Non-Binary,,Gold,36,1308.06,Home Goods,25/3/2023,"Editor, film/video",Daily,Couch,FALSE
761,48,Non-Binary,Pakistan,Bronze,8,1333.6,Home Goods,5/10/2023,"Engineer, land",Daily,Coffee Maker,FALSE
762,63,Non-Binary,Japan,Platinum,6,1623.5,Home Goods,25/7/2023,"Development worker, international aid",Monthly,Lamp,FALSE
763,39,Female,,Silver,27,96.91,Home Goods,27/7/2023,Chartered loss adjuster,Monthly,Couch,FALSE
764,52,Male,Turkey,Gold,10,406.2,Electronics,19/10/2023,Multimedia specialist,Bi-weekly,Smartphone,FALSE
765,57,Female,Philippines,Silver,2,1440.94,Clothing,20/6/2023,Commercial horticulturist,Daily,Dress,TRUE
766,34,Female,Japan,Bronze,4,444.99,Home Goods,11/3/2023,Corporate investment banker,Weekly,Lamp,FALSE
767,35,Male,Japan,Gold,30,1128.59,Electronics,3/5/2023,IT trainer,Daily,Smartphone,FALSE
768,35,Non-Binary,Japan,Bronze,16,1537.81,Home Goods,2/11/2023,Medical secretary,Bi-weekly,Lamp,FALSE
769,58,Non-Binary,,Silver,10,777.95,Electronics,2/9/2023,Sports administrator,Monthly,Smartwatch,FALSE
770,18,Female,Vietnam,Gold,42,1945.56,Electronics,6/12/2023,Oncologist,Monthly,Headphones,TRUE
771,40,Non-Binary,Indonesia,Silver,38,1689.33,Clothing,13/12/2023,Personal assistant,Weekly,T-Shirt,TRUE
772,23,Female,Vietnam,Bronze,9,1463.89,Clothing,29/5/2023,"Restaurant manager, fast food",Weekly,Sneakers,TRUE
773,58,Female,China,Platinum,18,529.56,Clothing,15/7/2023,Oceanographer,Weekly,Sneakers,FALSE
774,62,Male,China,Bronze,39,979.23,Electronics,26/1/2023,"Designer, fashion/clothing",Weekly,Smartwatch,TRUE
775,52,Male,Indonesia,Bronze,35,110.35,Home Goods,23/5/2023,"Surveyor, building",Daily,Lamp,TRUE
776,42,Male,Iran,Bronze,8,952.25,Electronics,23/5/2023,"Engineer, agricultural",Daily,Laptop,TRUE
777,61,Non-Binary,India,Gold,13,225.43,Home Goods,19/2/2023,"Research officer, political party",Bi-weekly,Coffee Maker,FALSE
778,,Female,Pakistan,,18,1011.03,Home Goods,9/1/2023,Secondary school teacher,Weekly,Lamp,FALSE
779,,Non-Binary,China,,11,1125.98,Home Goods,22/3/2023,Animal nutritionist,Weekly,Coffee Maker,FALSE
780,26,Female,Iran,Silver,34,1471.35,Clothing,29/9/2023,Public relations officer,Daily,Sneakers,TRUE
781,18,Female,India,Bronze,21,893.47,Clothing,18/8/2023,Operational investment banker,Daily,Dress,TRUE
782,41,Non-Binary,Vietnam,Bronze,47,487.87,Clothing,4/6/2023,Banker,Monthly,Dress,FALSE
783,39,Male,China,Bronze,48,489.97,Home Goods,3/6/2023,"Therapist, speech and language",Daily,Coffee Maker,FALSE
784,39,Female,Iran,Bronze,41,1269.32,Electronics,5/5/2023,Radio broadcast assistant,Monthly,Headphones,TRUE
785,33,Male,Indonesia,Platinum,16,1919.67,Electronics,19/7/2023,Holiday representative,Weekly,Smartwatch,FALSE
786,58,Female,China,Bronze,6,1950.32,Electronics,26/6/2023,Information systems manager,Bi-weekly,Laptop,FALSE
787,21,Female,Pakistan,Bronze,20,1240.94,Clothing,3/12/2023,Chartered legal executive (England and Wales),Daily,T-Shirt,TRUE
788,42,Female,Indonesia,Bronze,40,1516.33,Electronics,5/3/2023,Field trials officer,Daily,Smartwatch,TRUE
789,57,Non-Binary,India,Bronze,22,1319.3,Home Goods,23/12/2023,Radio producer,Monthly,Coffee Maker,FALSE
790,24,Male,,Bronze,38,1589.36,Electronics,18/3/2023,Fitness centre manager,Weekly,Headphones,TRUE
791,44,Female,Turkey,Platinum,12,524.15,Electronics,6/12/2023,Retail banker,Weekly,Smartwatch,TRUE
792,37,Non-Binary,Turkey,Silver,10,965.57,Home Goods,14/7/2023,Systems developer,Bi-weekly,Couch,FALSE
793,21,Male,Philippines,Bronze,28,720.44,Electronics,12/2/2023,Occupational therapist,Weekly,Headphones,FALSE
794,60,Female,China,Platinum,39,1400.21,Home Goods,22/3/2023,"Engineer, drilling",Bi-weekly,Lamp,TRUE
795,28,Male,Japan,Platinum,3,1017.06,Electronics,12/2/2023,Quantity surveyor,Weekly,Smartwatch,FALSE
796,33,Female,China,Gold,48,783.03,Clothing,3/10/2023,Rural practice surveyor,Daily,T-Shirt,TRUE
797,,Non-Binary,India,,10,616.62,Electronics,16/2/2023,Education administrator,Bi-weekly,Laptop,FALSE
798,30,Female,India,Silver,15,1776.5,Home Goods,8/10/2023,Licensed conveyancer,Bi-weekly,Coffee Maker,FALSE
799,30,Male,Japan,Silver,17,1825.77,Electronics,24/1/2023,"Radiographer, diagnostic",Weekly,Laptop,TRUE
800,31,Female,Japan,Platinum,16,770.8,Clothing,1/2/2023,"Engineer, communications",Weekly,Dress,FALSE
801,25,Male,Indonesia,Silver,13,423.78,Clothing,15/1/2023,Psychiatrist,Bi-weekly,Dress,FALSE
802,,Non-Binary,Vietnam,,35,623.66,Electronics,22/7/2023,"Journalist, newspaper",Weekly,Headphones,FALSE
803,50,Non-Binary,Vietnam,Platinum,14,1468.23,Clothing,31/1/2023,Orthoptist,Daily,Dress,TRUE
804,49,Non-Binary,,Platinum,12,677.56,Clothing,11/4/2023,Armed forces training and education officer,Monthly,Dress,TRUE
805,35,Non-Binary,,Platinum,41,1846.31,Home Goods,7/2/2023,"Optician, dispensing",Daily,Coffee Maker,TRUE
806,33,Female,,Silver,20,878.79,Clothing,19/3/2023,Information systems manager,Weekly,Sneakers,TRUE
807,53,Male,Pakistan,Silver,49,213.85,Clothing,15/4/2023,Insurance account manager,Bi-weekly,T-Shirt,TRUE
808,50,Non-Binary,Japan,Gold,28,929.74,Clothing,10/6/2023,"Runner, broadcasting/film/video",Bi-weekly,Sneakers,TRUE
809,42,Male,Turkey,Silver,29,505.89,Home Goods,28/11/2023,Magazine journalist,Bi-weekly,Bedding Set,FALSE
810,35,Male,Turkey,Bronze,8,189.13,Electronics,1/4/2023,Archivist,Weekly,Headphones,TRUE
811,,Non-Binary,China,,13,1426,Electronics,2/4/2023,Music tutor,Bi-weekly,Headphones,TRUE
812,40,Female,Pakistan,Platinum,38,1527.72,Electronics,9/5/2023,Archivist,Weekly,Smartphone,FALSE
813,64,Non-Binary,China,Silver,31,505.76,Home Goods,29/3/2023,Environmental manager,Monthly,Lamp,TRUE
814,23,Female,Japan,Silver,28,1551.76,Home Goods,6/6/2023,"Buyer, retail",Weekly,Couch,TRUE
815,26,Non-Binary,Japan,Silver,20,1889.54,Electronics,25/4/2023,Product/process development scientist,Bi-weekly,Smartwatch,TRUE
816,61,Female,Philippines,Gold,21,1194.56,Home Goods,20/12/2023,Control and instrumentation engineer,Weekly,Bedding Set,TRUE
817,42,Male,Philippines,Platinum,5,1092.26,Electronics,7/5/2023,Investment analyst,Daily,Smartwatch,TRUE
818,,Male,Indonesia,,44,1128.17,Electronics,18/1/2023,"Engineer, aeronautical",Monthly,Smartphone,FALSE
819,,Female,Vietnam,,15,617.66,Home Goods,1/12/2023,Merchant navy officer,Monthly,Couch,FALSE
820,38,Female,Turkey,Platinum,11,1979.71,Electronics,6/4/2023,Site engineer,Monthly,Laptop,TRUE
821,31,Male,India,Silver,20,892.79,Home Goods,30/1/2023,Phytotherapist,Monthly,Bedding Set,FALSE
822,50,Non-Binary,India,Platinum,18,443.32,Electronics,22/5/2023,Exhibition designer,Daily,Smartphone,TRUE
823,54,Female,Indonesia,Platinum,30,1173.46,Home Goods,20/11/2023,Animal technologist,Bi-weekly,Lamp,TRUE
824,62,Non-Binary,Japan,Gold,26,1245.4,Electronics,7/6/2023,Tourism officer,Weekly,Smartwatch,TRUE
825,42,Non-Binary,Japan,Silver,45,1158.8,Clothing,13/1/2023,Medical sales representative,Daily,Jeans,TRUE
826,58,Non-Binary,Bangladesh,Gold,43,1836.78,Home Goods,16/9/2023,Acupuncturist,Monthly,Couch,TRUE
827,22,Male,Philippines,Gold,27,929.33,Clothing,21/9/2023,Press photographer,Daily,T-Shirt,TRUE
828,42,Female,Vietnam,Platinum,13,823.51,Electronics,30/8/2023,Ship broker,Daily,Smartphone,TRUE
829,60,Non-Binary,China,Platinum,32,949.65,Electronics,31/3/2023,Emergency planning/management officer,Weekly,Smartwatch,FALSE
830,48,Female,Japan,Silver,11,1685.07,Home Goods,15/11/2023,Textile designer,Weekly,Lamp,FALSE
831,22,Non-Binary,Philippines,Bronze,44,582.84,Clothing,6/7/2023,Solicitor,Weekly,T-Shirt,FALSE
832,46,Non-Binary,,Bronze,41,1632.45,Home Goods,31/1/2023,Training and development officer,Daily,Bedding Set,TRUE
833,21,Non-Binary,Philippines,Bronze,4,1556.2,Electronics,31/8/2023,Tax inspector,Bi-weekly,Smartphone,FALSE
834,19,Female,Indonesia,Bronze,1,707.38,Electronics,22/1/2023,Technical author,Daily,Laptop,FALSE
835,64,Male,Indonesia,Bronze,27,1049.38,Clothing,24/7/2023,"Designer, interior/spatial",Weekly,Dress,TRUE
836,25,Male,,Silver,7,745.32,Electronics,29/12/2023,"Merchandiser, retail",Monthly,Laptop,TRUE
837,,Female,India,,5,1333.03,Clothing,7/2/2023,"Nurse, children's",Bi-weekly,Jeans,TRUE
838,37,Non-Binary,Japan,Platinum,7,1439.44,Home Goods,10/10/2023,Armed forces technical officer,Bi-weekly,Bedding Set,TRUE
839,,Non-Binary,,,22,391.9,Home Goods,27/7/2023,Housing manager/officer,Monthly,Couch,TRUE
840,42,Non-Binary,Indonesia,Silver,33,1195.56,Electronics,8/9/2023,Immunologist,Daily,Laptop,TRUE
841,33,Non-Binary,Japan,Platinum,49,524.91,Electronics,6/12/2023,Horticultural consultant,Weekly,Headphones,FALSE
842,27,Female,India,Silver,42,123.92,Home Goods,5/3/2023,"Designer, furniture",Monthly,Bedding Set,FALSE
843,35,Female,Turkey,Bronze,34,1593.97,Clothing,8/2/2023,Research scientist (physical sciences),Bi-weekly,Jeans,TRUE
844,39,Male,Japan,Silver,35,155.44,Home Goods,31/8/2023,Cytogeneticist,Weekly,Lamp,TRUE
845,29,Female,Pakistan,Bronze,5,1746.24,Electronics,29/9/2023,Podiatrist,Daily,Smartphone,FALSE
846,26,Male,China,Silver,38,1120.25,Electronics,7/9/2023,Energy engineer,Daily,Smartwatch,TRUE
847,28,Non-Binary,Vietnam,Silver,16,876.83,Home Goods,31/8/2023,"Journalist, newspaper",Bi-weekly,Lamp,FALSE
848,35,Female,Turkey,Bronze,24,826.58,Electronics,9/5/2023,Advertising account planner,Monthly,Smartwatch,FALSE
849,48,Male,Bangladesh,Platinum,28,1715.38,Clothing,7/3/2023,Pathologist,Weekly,Jeans,TRUE
850,,Female,Pakistan,,30,602.29,Home Goods,1/3/2023,"Accountant, chartered management",Monthly,Coffee Maker,TRUE
851,30,Male,Bangladesh,Silver,1,75.03,Home Goods,28/6/2023,Dietitian,Monthly,Lamp,TRUE
852,65,Female,Vietnam,Platinum,32,650.23,Home Goods,30/11/2023,Music therapist,Monthly,Couch,TRUE
853,54,Male,Indonesia,Silver,49,900.78,Clothing,11/7/2023,Chief Executive Officer,Monthly,Sneakers,FALSE
854,59,Female,Vietnam,Platinum,48,531.24,Clothing,19/12/2023,Cabin crew,Bi-weekly,T-Shirt,FALSE
855,,Non-Binary,Vietnam,,44,337.37,Electronics,3/3/2023,Tax adviser,Weekly,Laptop,TRUE
856,43,Non-Binary,Japan,Bronze,34,1824.4,Clothing,13/10/2023,Minerals surveyor,Monthly,Sneakers,TRUE
857,55,Female,India,Platinum,49,1758.98,Home Goods,21/11/2023,Building control surveyor,Daily,Bedding Set,FALSE
858,35,Non-Binary,Bangladesh,Silver,48,826.04,Clothing,2/1/2024,Media planner,Weekly,T-Shirt,FALSE
859,22,Non-Binary,Indonesia,Platinum,34,862.84,Clothing,30/5/2023,Tourism officer,Weekly,Jeans,FALSE
860,30,Female,Indonesia,Silver,33,1899.54,Clothing,21/3/2023,Air traffic controller,Weekly,T-Shirt,FALSE
861,,Female,Turkey,,29,1272.33,Home Goods,11/11/2023,Corporate treasurer,Weekly,Couch,TRUE
862,25,Female,Pakistan,Bronze,22,107.85,Electronics,6/5/2023,"Chemist, analytical",Monthly,Laptop,FALSE
863,21,Female,Pakistan,Bronze,43,1185.77,Electronics,17/11/2023,"Engineer, building services",Weekly,Laptop,TRUE
864,56,Non-Binary,China,Gold,32,972.8,Clothing,2/3/2023,Production manager,Monthly,Sneakers,TRUE
865,,Female,Iran,,25,1241.08,Clothing,20/7/2023,"Social research officer, government",Daily,Dress,FALSE
866,19,Non-Binary,Turkey,Bronze,34,594.96,Home Goods,31/8/2023,Music tutor,Bi-weekly,Lamp,TRUE
867,60,Male,,Bronze,41,1917.22,Clothing,28/12/2023,Risk manager,Bi-weekly,Sneakers,TRUE
868,32,Non-Binary,Philippines,Platinum,26,1491.45,Electronics,11/7/2023,Herpetologist,Monthly,Smartwatch,FALSE
869,64,Female,Vietnam,Gold,39,430.4,Electronics,14/4/2023,Airline pilot,Daily,Laptop,TRUE
870,61,Non-Binary,Philippines,Platinum,11,1798,Electronics,4/5/2023,Telecommunications researcher,Weekly,Smartphone,FALSE
871,24,Female,India,Bronze,11,1861.56,Clothing,23/6/2023,"Therapist, drama",Bi-weekly,Sneakers,TRUE
872,60,Male,Japan,Silver,35,1285.42,Clothing,20/11/2023,"Teacher, special educational needs",Bi-weekly,T-Shirt,TRUE
873,42,Non-Binary,Vietnam,Platinum,42,1302.1,Home Goods,27/5/2023,Commissioning editor,Weekly,Couch,TRUE
874,23,Male,Turkey,Bronze,22,1494.13,Electronics,7/11/2023,Chief Financial Officer,Bi-weekly,Headphones,TRUE
875,54,Non-Binary,Turkey,Bronze,20,170.68,Home Goods,30/9/2023,Banker,Monthly,Bedding Set,TRUE
876,61,Male,Indonesia,Silver,7,820.86,Home Goods,15/5/2023,Tourism officer,Bi-weekly,Bedding Set,FALSE
877,49,Non-Binary,Indonesia,Platinum,10,1222.86,Electronics,30/1/2023,Merchant navy officer,Daily,Headphones,FALSE
878,,Non-Binary,China,,41,1665.94,Clothing,9/8/2023,"Designer, furniture",Monthly,Sneakers,FALSE
879,63,Male,Turkey,Silver,45,1484.66,Electronics,1/5/2023,Operational researcher,Monthly,Smartphone,FALSE
880,,Female,Indonesia,,28,1371.9,Clothing,19/6/2023,Drilling engineer,Monthly,Sneakers,TRUE
881,62,Male,Pakistan,Platinum,7,305.26,Home Goods,9/12/2023,Surgeon,Bi-weekly,Coffee Maker,FALSE
882,46,Non-Binary,Turkey,Platinum,19,1799.58,Electronics,16/9/2023,"Scientist, forensic",Weekly,Laptop,TRUE
883,64,Non-Binary,India,Bronze,44,1581.72,Electronics,27/6/2023,Newspaper journalist,Monthly,Smartphone,FALSE
884,24,Female,Turkey,Platinum,12,1892.87,Electronics,17/4/2023,"Administrator, sports",Bi-weekly,Smartphone,TRUE
885,33,Male,Bangladesh,Bronze,16,823.46,Clothing,18/1/2023,Broadcast journalist,Weekly,Dress,FALSE
886,47,Non-Binary,India,Platinum,18,1283.05,Clothing,1/7/2023,Haematologist,Daily,T-Shirt,FALSE
887,49,Non-Binary,Indonesia,Silver,2,1194.36,Home Goods,5/5/2023,Phytotherapist,Bi-weekly,Couch,FALSE
888,42,Female,Iran,Platinum,20,1164.28,Electronics,23/7/2023,"Designer, graphic",Daily,Smartphone,TRUE
889,62,Male,Iran,Platinum,36,1644.05,Home Goods,30/4/2023,Media buyer,Daily,Couch,FALSE
890,60,Male,Iran,Silver,39,1405.67,Electronics,27/3/2023,Materials engineer,Monthly,Laptop,FALSE
891,,Non-Binary,,,42,364.36,Home Goods,27/8/2023,Nutritional therapist,Daily,Couch,TRUE
892,41,Non-Binary,,Silver,28,1955.35,Home Goods,5/1/2024,Astronomer,Weekly,Bedding Set,TRUE
893,26,Non-Binary,Iran,Platinum,45,660.23,Clothing,1/3/2023,Risk manager,Weekly,T-Shirt,FALSE
894,20,Male,Pakistan,Silver,20,1719.37,Electronics,29/10/2023,Warehouse manager,Weekly,Headphones,FALSE
895,64,Non-Binary,Philippines,Platinum,5,1122.2,Clothing,24/6/2023,Charity officer,Weekly,T-Shirt,TRUE
896,61,Female,China,Silver,35,447.34,Home Goods,21/8/2023,"Designer, exhibition/display",Weekly,Coffee Maker,TRUE
897,27,Female,Turkey,Platinum,25,100.52,Home Goods,1/9/2023,"Education officer, museum",Daily,Couch,TRUE
898,22,Female,Bangladesh,Bronze,24,1823.03,Clothing,23/10/2023,"Therapist, music",Weekly,T-Shirt,TRUE
899,,Female,Philippines,,8,392.68,Home Goods,2/8/2023,"Investment banker, operational",Monthly,Bedding Set,TRUE
900,53,Female,India,Bronze,4,382.96,Clothing,5/10/2023,Nutritional therapist,Bi-weekly,Dress,TRUE
901,55,Male,Indonesia,Gold,1,1388.98,Home Goods,18/10/2023,Financial planner,Weekly,Bedding Set,FALSE
902,64,Non-Binary,Vietnam,Gold,46,1566.18,Home Goods,28/2/2023,Research scientist (physical sciences),Monthly,Coffee Maker,TRUE
903,40,Female,Japan,Gold,18,1907.6,Home Goods,10/9/2023,Media planner,Bi-weekly,Couch,TRUE
904,44,Female,Japan,Bronze,41,204.98,Home Goods,5/9/2023,Network engineer,Daily,Couch,FALSE
905,65,Female,Japan,Platinum,1,1926.22,Clothing,24/1/2023,"Accountant, chartered",Weekly,T-Shirt,TRUE
906,18,Non-Binary,Japan,Silver,48,64.22,Clothing,11/1/2023,Microbiologist,Bi-weekly,T-Shirt,TRUE
907,28,Non-Binary,Indonesia,Silver,12,196.49,Electronics,17/4/2023,Medical sales representative,Bi-weekly,Smartwatch,TRUE
908,42,Male,Turkey,Gold,8,709.02,Home Goods,31/8/2023,Consulting civil engineer,Daily,Lamp,TRUE
909,34,Male,Japan,Bronze,48,1280.79,Clothing,16/9/2023,Insurance risk surveyor,Bi-weekly,T-Shirt,TRUE
910,57,Female,India,Bronze,23,61.49,Clothing,21/7/2023,"Designer, television/film set",Bi-weekly,T-Shirt,TRUE
911,,Male,Pakistan,,23,67.28,Clothing,29/4/2023,Fast food restaurant manager,Weekly,Jeans,TRUE
912,25,Female,China,Bronze,10,1550.42,Clothing,12/9/2023,"Designer, blown glass/stained glass",Monthly,Sneakers,TRUE
913,45,Male,Philippines,Gold,7,1979.27,Home Goods,26/5/2023,Community education officer,Weekly,Lamp,FALSE
914,40,Non-Binary,Philippines,Silver,8,419.66,Electronics,29/10/2023,Race relations officer,Monthly,Headphones,FALSE
915,28,Non-Binary,Indonesia,Silver,31,1921.41,Clothing,6/11/2023,Building control surveyor,Monthly,Dress,FALSE
916,38,Female,Iran,Platinum,9,263.98,Electronics,26/12/2023,Paramedic,Weekly,Laptop,FALSE
917,21,Non-Binary,Pakistan,Gold,28,1954.06,Home Goods,1/1/2024,Water engineer,Monthly,Bedding Set,TRUE
918,23,Female,Vietnam,Silver,40,347.37,Home Goods,2/10/2023,"Engineer, technical sales",Weekly,Couch,TRUE
919,62,Male,Vietnam,Platinum,13,974.09,Electronics,12/1/2023,Special effects artist,Weekly,Smartphone,FALSE
920,,Male,Bangladesh,,3,584.03,Electronics,23/10/2023,Tree surgeon,Monthly,Smartphone,FALSE
